locus_tag	ftype	length_bp	gene	EC_number	COG	product
AABHNHAC_02691	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
AABHNHAC_02692	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
AABHNHAC_02693	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
AABHNHAC_02694	tRNA	77				tRNA-Arg(acg)
AABHNHAC_02695	tRNA	77				tRNA-Arg(acg)
AABHNHAC_02696	tRNA	77				tRNA-Arg(acg)
AABHNHAC_02697	tRNA	72				tRNA-Arg(tcg)
AABHNHAC_02698	tRNA	77				tRNA-Arg(acg)
AABHNHAC_02699	tRNA	93				tRNA-Ser(gct)
AABHNHAC_02700	CDS	186	csrA		COG1551	Carbon storage regulator
AABHNHAC_02701	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
AABHNHAC_02702	CDS	501	recX		COG2137	Regulatory protein RecX
AABHNHAC_02703	CDS	1062	recA		COG0468	Protein RecA
AABHNHAC_02704	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
AABHNHAC_02705	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
AABHNHAC_02706	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
AABHNHAC_02707	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
AABHNHAC_02708	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
AABHNHAC_02709	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
AABHNHAC_02710	CDS	360				hypothetical protein
AABHNHAC_02711	CDS	774	srlR_3		COG1349	Glucitol operon repressor
AABHNHAC_02712	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
AABHNHAC_02713	CDS	1515	norR_1		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
AABHNHAC_02714	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
AABHNHAC_02715	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
AABHNHAC_02716	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
AABHNHAC_02717	CDS	528	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
AABHNHAC_02718	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
AABHNHAC_02719	CDS	1458	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
AABHNHAC_02720	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
AABHNHAC_02721	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
AABHNHAC_02722	CDS	411				hypothetical protein
AABHNHAC_02723	CDS	768	hycG_2		COG3260	Formate hydrogenlyase subunit 7
AABHNHAC_02724	CDS	543	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
AABHNHAC_02725	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
AABHNHAC_02726	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
AABHNHAC_02727	CDS	1827	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
AABHNHAC_02728	CDS	612	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
AABHNHAC_02729	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
AABHNHAC_02730	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
AABHNHAC_02731	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
AABHNHAC_02732	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
AABHNHAC_02733	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
AABHNHAC_02734	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
AABHNHAC_02735	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
AABHNHAC_02736	CDS	354				hypothetical protein
AABHNHAC_02737	CDS	135				hypothetical protein
AABHNHAC_02738	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
AABHNHAC_02739	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
AABHNHAC_02740	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
AABHNHAC_02741	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
AABHNHAC_02742	CDS	1167	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
AABHNHAC_02743	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
AABHNHAC_02744	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
AABHNHAC_02745	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
AABHNHAC_02746	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
AABHNHAC_02747	CDS	1140	nlpD_1		COG0739	Murein hydrolase activator NlpD
AABHNHAC_02748	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AABHNHAC_02749	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
AABHNHAC_02750	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
AABHNHAC_02751	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
AABHNHAC_02752	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AABHNHAC_02753	CDS	312	ftsB		COG2919	Cell division protein FtsB
AABHNHAC_02754	CDS	324	ygbE			Inner membrane protein YgbE
AABHNHAC_02755	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
AABHNHAC_02756	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
AABHNHAC_02757	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
AABHNHAC_02758	CDS	1038				hypothetical protein
	CRISPR	763				
AABHNHAC_02759	CDS	285	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
AABHNHAC_02760	CDS	918	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
AABHNHAC_02761	CDS	600	casE	3.1.-.-		CRISPR system Cascade subunit CasE
AABHNHAC_02762	CDS	675	casD			CRISPR system Cascade subunit CasD
AABHNHAC_02763	CDS	1092	casC			CRISPR system Cascade subunit CasC
AABHNHAC_02764	CDS	483	casB			CRISPR system Cascade subunit CasB
AABHNHAC_02765	CDS	1509	casA			CRISPR system Cascade subunit CasA
AABHNHAC_02766	CDS	2667	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
AABHNHAC_02767	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
AABHNHAC_02768	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
AABHNHAC_02769	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
AABHNHAC_02770	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
AABHNHAC_02771	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
AABHNHAC_02772	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
AABHNHAC_02773	CDS	576	ygcP		COG1954	putative protein YgcP
AABHNHAC_02774	CDS	861	fixB_3			Protein FixB
AABHNHAC_02775	CDS	780				hypothetical protein
AABHNHAC_02776	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
AABHNHAC_02777	CDS	1455				hypothetical protein
AABHNHAC_02778	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
AABHNHAC_02779	CDS	1278	yqcE			Inner membrane protein YqcE
AABHNHAC_02780	CDS	1479	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
	CRISPR	394				
AABHNHAC_02781	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
AABHNHAC_02782	CDS	141	yqcG			putative protein YqcG
AABHNHAC_02783	CDS	873				hypothetical protein
AABHNHAC_02784	CDS	1299	eno	4.2.1.11	COG0148	Enolase
AABHNHAC_02785	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
AABHNHAC_02786	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
AABHNHAC_02787	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
AABHNHAC_02788	CDS	249	mazE		COG2336	Antitoxin MazE
AABHNHAC_02789	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AABHNHAC_02790	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
AABHNHAC_02791	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
AABHNHAC_02792	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
AABHNHAC_02793	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
AABHNHAC_02794	CDS	1353	gudP			putative glucarate transporter
AABHNHAC_02795	CDS	450			COG0716	putative protein
AABHNHAC_02796	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
AABHNHAC_02797	CDS	330	yqcC		COG3098	putative protein YqcC
AABHNHAC_02798	CDS	546	syd			Protein Syd
AABHNHAC_02799	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
AABHNHAC_02800	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
AABHNHAC_02801	CDS	1290	sdaC		COG0814	Serine transporter
AABHNHAC_02802	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
AABHNHAC_02803	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
AABHNHAC_02804	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
AABHNHAC_02805	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
AABHNHAC_02806	CDS	1317	fucP		COG0738	L-fucose-proton symporter
AABHNHAC_02807	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
AABHNHAC_02808	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
AABHNHAC_02809	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
AABHNHAC_02810	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
AABHNHAC_02811	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
AABHNHAC_02812	CDS	396				hypothetical protein
AABHNHAC_02813	CDS	918	gcvA			Glycine cleavage system transcriptional activator
AABHNHAC_02814	CDS	228	ygdR_1			putative lipoprotein YgdR
AABHNHAC_02815	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
AABHNHAC_02816	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
AABHNHAC_02817	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
AABHNHAC_02818	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
AABHNHAC_02819	tRNA	77				tRNA-Met(cat)
AABHNHAC_02820	tRNA	77				tRNA-Met(cat)
AABHNHAC_02821	tRNA	77				tRNA-Met(cat)
AABHNHAC_02822	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
AABHNHAC_02823	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
AABHNHAC_02824	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
AABHNHAC_02825	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
AABHNHAC_02826	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
AABHNHAC_02827	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
AABHNHAC_02828	CDS	324				hypothetical protein
AABHNHAC_02829	CDS	408				hypothetical protein
AABHNHAC_02830	CDS	564				hypothetical protein
AABHNHAC_02831	CDS	471				hypothetical protein
AABHNHAC_02832	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
AABHNHAC_02833	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
AABHNHAC_02834	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
AABHNHAC_02835	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AABHNHAC_02836	CDS	147				hypothetical protein
AABHNHAC_02837	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
AABHNHAC_02838	CDS	714				hypothetical protein
AABHNHAC_02839	CDS	219	ygdR_2			putative lipoprotein YgdR
AABHNHAC_02840	CDS	1041	tas		COG0667	Protein tas
AABHNHAC_02841	CDS	1194	lplT			Lysophospholipid transporter LplT
AABHNHAC_02842	CDS	2160	aas		COG0204	Bifunctional protein Aas
AABHNHAC_02843	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
AABHNHAC_02844	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
AABHNHAC_02845	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
AABHNHAC_02846	CDS	693	ygeA	5.1.1.10	COG1794	Broad specificity amino-acid racemase YgeA
AABHNHAC_02847	CDS	1419	araE			Arabinose-proton symporter
AABHNHAC_02848	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
AABHNHAC_02849	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
AABHNHAC_02850	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AABHNHAC_02851	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
AABHNHAC_02852	CDS	633				hypothetical protein
AABHNHAC_02853	CDS	132				hypothetical protein
AABHNHAC_02854	CDS	810				hypothetical protein
AABHNHAC_02855	CDS	483				hypothetical protein
AABHNHAC_02856	CDS	141				hypothetical protein
AABHNHAC_02857	CDS	426				hypothetical protein
AABHNHAC_02858	CDS	447				hypothetical protein
AABHNHAC_02859	CDS	492	sicA		COG0457	Chaperone protein SicA
AABHNHAC_02860	CDS	1377	hilA		COG0457	Transcriptional regulator HilA
AABHNHAC_02861	CDS	219				hypothetical protein
AABHNHAC_02862	CDS	375				hypothetical protein
AABHNHAC_02863	CDS	444	ygeK			putative response regulatory protein YgeK
AABHNHAC_02864	CDS	156				hypothetical protein
AABHNHAC_02865	CDS	432				hypothetical protein
AABHNHAC_02866	CDS	273				hypothetical protein
AABHNHAC_02867	CDS	906				IS3 family transposase IS2
AABHNHAC_02868	CDS	366				hypothetical protein
AABHNHAC_02869	CDS	795				hypothetical protein
AABHNHAC_02870	tRNA	74				tRNA-Gly(ccc)
AABHNHAC_02871	CDS	756	nlpD_2			Murein hydrolase activator NlpD
AABHNHAC_02872	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
AABHNHAC_02873	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
AABHNHAC_02874	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
AABHNHAC_02875	CDS	1779	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
AABHNHAC_02876	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
AABHNHAC_02877	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
AABHNHAC_02878	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
AABHNHAC_02879	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
AABHNHAC_02880	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
AABHNHAC_02881	CDS	1626				hypothetical protein
AABHNHAC_02882	CDS	771				hypothetical protein
AABHNHAC_02883	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
AABHNHAC_02884	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
AABHNHAC_02885	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
AABHNHAC_02886	CDS	780				hypothetical protein
AABHNHAC_02887	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
AABHNHAC_02888	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
AABHNHAC_02889	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
AABHNHAC_02890	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
AABHNHAC_02891	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
AABHNHAC_02892	CDS	1920		1.18.1.2		Ferredoxin--NADP reductase
AABHNHAC_02893	CDS	1449	uacT		COG2233	Uric acid transporter UacT
AABHNHAC_02894	CDS	126	yqfG			putative protein YqfG
AABHNHAC_02895	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
AABHNHAC_02896	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
AABHNHAC_02897	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
AABHNHAC_02898	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AABHNHAC_02899	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
AABHNHAC_02900	CDS	897	xerD_2		COG4974	Tyrosine recombinase XerD
AABHNHAC_02901	CDS	522	fldB		COG0716	Flavodoxin 2
AABHNHAC_02902	CDS	408	ygfX			Inner membrane protein YgfX
AABHNHAC_02903	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
AABHNHAC_02904	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
AABHNHAC_02905	CDS	660				hypothetical protein
AABHNHAC_02906	CDS	312				hypothetical protein
AABHNHAC_02907	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
AABHNHAC_02908	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
AABHNHAC_02909	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
AABHNHAC_02910	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
AABHNHAC_02911	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AABHNHAC_02912	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
AABHNHAC_02913	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
AABHNHAC_02914	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AABHNHAC_02915	CDS	579				hypothetical protein
AABHNHAC_02916	CDS	330	zapA		COG3027	Cell division protein ZapA
AABHNHAC_02917	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
AABHNHAC_02918	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
AABHNHAC_02919	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
AABHNHAC_02920	CDS	231				hypothetical protein
AABHNHAC_02921	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
AABHNHAC_02922	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
AABHNHAC_02923	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
AABHNHAC_02924	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
AABHNHAC_02925	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
AABHNHAC_02926	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
AABHNHAC_02927	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
AABHNHAC_02928	CDS	636	argO		COG1279	Arginine exporter protein ArgO
AABHNHAC_02929	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
AABHNHAC_02930	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
AABHNHAC_02931	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
AABHNHAC_02932	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
AABHNHAC_02933	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
AABHNHAC_02934	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
AABHNHAC_02935	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
AABHNHAC_02936	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
AABHNHAC_02937	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
AABHNHAC_02938	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
AABHNHAC_02939	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
AABHNHAC_02940	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
AABHNHAC_02941	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
AABHNHAC_02942	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
AABHNHAC_02943	CDS	252				hypothetical protein
AABHNHAC_02944	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
AABHNHAC_02945	CDS	1395	galP			Galactose-proton symporter
AABHNHAC_02946	CDS	456	sprT			Protein SprT
AABHNHAC_02947	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
AABHNHAC_02948	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AABHNHAC_02949	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
AABHNHAC_02950	CDS	636				hypothetical protein
AABHNHAC_02951	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
AABHNHAC_02952	CDS	981	yggR		COG2805	putative protein YggR
AABHNHAC_02953	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
AABHNHAC_02954	CDS	567				hypothetical protein
AABHNHAC_02955	CDS	291				hypothetical protein
AABHNHAC_02956	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
AABHNHAC_02957	CDS	1137	hemW		COG0635	Heme chaperone HemW
AABHNHAC_02958	CDS	1008				hypothetical protein
AABHNHAC_02959	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
AABHNHAC_02960	CDS	720				hypothetical protein
AABHNHAC_02961	CDS	327			COG3171	putative protein
AABHNHAC_02962	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
AABHNHAC_02963	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
AABHNHAC_02964	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
AABHNHAC_02965	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
AABHNHAC_02966	CDS	1257	nupG			Nucleoside permease NupG
AABHNHAC_02967	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
AABHNHAC_02968	CDS	708				hypothetical protein
AABHNHAC_02969	tRNA	76				tRNA-Phe(gaa)
AABHNHAC_02970	CDS	537	epsM		COG3149	Type II secretion system protein M
AABHNHAC_02971	CDS	843	yghE			Putative type II secretion system L-type protein YghE
AABHNHAC_02972	CDS	855	gspC2			Type II secretion system protein C 2
AABHNHAC_02973	CDS	411	yghG			Lipoprotein YghG
AABHNHAC_02974	CDS	810	pppA		COG1989	Prepilin peptidase PppA
AABHNHAC_02975	CDS	4563				hypothetical protein
AABHNHAC_02976	CDS	1683	glcA		COG1620	Glycolate permease GlcA
AABHNHAC_02977	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
AABHNHAC_02978	CDS	405				hypothetical protein
AABHNHAC_02979	CDS	1224	lutA_2			Lactate utilization protein A
AABHNHAC_02980	CDS	1053				hypothetical protein
AABHNHAC_02981	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AABHNHAC_02982	CDS	765	glcC		COG2186	Glc operon transcriptional activator
AABHNHAC_02983	CDS	1137	yghO			Protein YghO
AABHNHAC_02984	CDS	981			COG3039	IS5 family transposase IS5
AABHNHAC_02985	CDS	1068	yghQ		COG2244	Inner membrane protein YghQ
AABHNHAC_02986	CDS	759				hypothetical protein
AABHNHAC_02987	CDS	699				hypothetical protein
AABHNHAC_02988	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
AABHNHAC_02989	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
AABHNHAC_02990	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
AABHNHAC_02991	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
AABHNHAC_02992	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
AABHNHAC_02993	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
AABHNHAC_02994	CDS	489	hybE			Hydrogenase-2 operon protein HybE
AABHNHAC_02995	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
AABHNHAC_02996	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
AABHNHAC_02997	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
AABHNHAC_02998	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
AABHNHAC_02999	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
AABHNHAC_03000	CDS	288				hypothetical protein
AABHNHAC_03001	CDS	411				hypothetical protein
AABHNHAC_03002	CDS	354				hypothetical protein
AABHNHAC_03003	CDS	144	yqhI			Protein YqhI
AABHNHAC_03004	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
AABHNHAC_03005	CDS	495				hypothetical protein
AABHNHAC_03006	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
AABHNHAC_03007	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
AABHNHAC_03008	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
AABHNHAC_03009	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
AABHNHAC_03010	CDS	660	yghB		COG0586	Inner membrane protein YghB
AABHNHAC_03011	CDS	957	rhaS_3			HTH-type transcriptional activator RhaS
AABHNHAC_03012	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
AABHNHAC_03013	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
AABHNHAC_03014	CDS	927				hypothetical protein
AABHNHAC_03015	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
AABHNHAC_03016	CDS	2220				hypothetical protein
AABHNHAC_03017	CDS	1413	ftsP		COG2132	Cell division protein FtsP
